Round,Table,Players,Decks,Winner
Round 4,97,"Boston Schatteman He/Him
Brady Kiesling","Izzet Prowess
Mono-Green Landfall",Brady Kiesling won 2-0-0
Round 4,98,"TehscrubblyMTG
Andrea Smith She/Her","Azorius Tempo
Mono-Green Landfall",Andrea Smith won 2-0-0
Round 4,99,"WhatTheHeck
KylC28","Sultai Reanimator
Simic Rhythm",WhatTheHeck won 2-1-0
Round 4,100,"Graham Gibb He/Him
Todder007 He/Him","Dimir Midrange
Simic Ouroboroid",Graham Gibb won 2-0-0
Round 4,101,"Joshua Saruga He/They
Zak Turchansky Other","Mono-Red Aggro
Izzet Prowess",Joshua Saruga won 2-0-0
Round 4,102,"superbainer He/Him
Jericho Aguilar","Jeskai Control
Esper Reanimator",Jericho Aguilar won 2-0-0
Round 4,103,"Rob Stach
ChrI6 He/Him","Izzet Spellementals
W-U-B-G Reanimator",Rob Stach won 2-0-0
Round 4,104,"Luna Lawrence She/They
HyacintheK","Jeskai Control
Mono-Green Landfall",HyacintheK won 2-0-0
Round 4,105,"Sheldon Sequeira
Tyler Enright He/Him","Dimir Midrange
Izzet Blink",Sheldon Sequeira won 2-0-0
Round 4,106,"Jules brown He/Him
Bryan Blouin","Orzhov Control
Dimir Midrange",Jules brown won 1-0-0
Round 4,107,"Connor Dyck
Lagdroth","Rakdos Monument
Simic Rhythm",Lagdroth won 2-0-0
Round 4,108,"MicC26
Delamar Singh","Simic Rhythm
Boros Dragons",Delamar Singh won 2-1-0
Round 4,109,"Drew Christensen
Bruce johnson He/Him","Dimir Demons
Azorius Tempo",Drew Christensen won 2-1-0
Round 4,110,"Larry Li
Chris Donetz","Mono-Green Landfall
Mono-Red Aggro",Chris Donetz won 2-1-0
Round 4,111,"Lena Stone She/Her
Liam Hoban He/Him","Dimir Midrange
Dimir Control",Liam Hoban won 2-0-0
Round 4,112,"Wrath8805
Shraximus","Temur Landfall
Jeskai Control",Shraximus won 2-0-0
Round 4,113,"maxorag
daceris","Mono-Black Midrange
Izzet Lessons",daceris won 2-1-0
Round 4,114,"Jozef Telecki
Alex Hatch","Izzet Lessons
Dimir Bounce",Jozef Telecki won 2-0-0
Round 4,115,"Terabyne
Horsey He/Him","Izzet Spellementals
Izzet Combo",Terabyne won 2-1-0
Round 4,116,"tannerzinck
erwinli He/Him","Boros Aggro
Boros Dragons",erwinli won 2-0-0
Round 4,117,"James Stevenson He/Him
Brandantheguy","Dimir Midrange
Temur Midrange",James Stevenson won 2-1-0
Round 5,-,tannerzinck,Boros Aggro,tannerzinck was assigned a bye
Round 5,1,"Chris Yao
Mathew Stein He/Him","Temur Landfall
Izzet Lessons",Chris Yao won 2-1-0
Round 5,2,"EllieThePurple She/Her
Kevin Anctil He/Him","Jeskai Control
Mono-Green Landfall",EllieThePurple won 2-1-0
Round 5,3,"Alyssa Oatridge She/Her
Zoza","Boros Dragons
Mono-Green Landfall",Zoza won 2-1-0
Round 5,4,"Matthew Stefans
Ken Darlington He/Him","Mono-Green Landfall
Dimir Midrange",Matthew Stefans won 2-0-0
Round 5,5,"Kody Fanara He/Him
Winnie Bowser She/Her","Izzet Spellementals
Simic Ouroboroid",Kody Fanara won 2-0-0
Round 5,6,"Jonathan Delos Trinos
Elliot Fortier He/They","Temur Landfall
Mono-Green Landfall",Elliot Fortier won 2-0-0
Round 5,7,"Ryan Primdahl He/Him
Steven Fiebelkorn He/Him","Izzet Prowess
Izzet Prowess",Steven Fiebelkorn won 2-0-0
Round 5,8,"Caleb Shannon He/Him
RyanDesmarais","Bant Airbending
Mono-Green Landfall",Caleb Shannon won 2-0-0
Round 5,9,"Delamar Singh
Farrell Pujokusumo He/Him","Boros Dragons
Dimir Control",Farrell Pujokusumo won 2-0-0
Round 5,10,"Roberto Cibrian Stockbridge He/Him
Ben Sobol","Izzet Spellementals
Naya Yuna",Roberto Cibrian Stockbridge won 2-1-0
Round 5,11,"Nikola Drazenovic He/They
SashaFarenyuk He/Him","Izzet Lessons
Simic Rhythm",SashaFarenyuk won 2-1-0
Round 5,12,"James Lloyd
Nicholas Shott","Izzet Spellementals
Izzet Prowess",James Lloyd won 2-0-0
Round 5,13,"Phillip Hurst He/Him
Adrian Shalchi He/Him","Dimir Demons
Izzet Prowess",Adrian Shalchi won 2-0-0
Round 5,14,"Jonathan_Hsu He/Him
Andrea Smith She/Her","Bant Airbending
Mono-Green Landfall",Jonathan_Hsu won 2-0-0
Round 5,15,"Mazianos
Terrence Johnstone He/Him","Dimir Demons
Rakdos Monument",Terrence Johnstone won 2-1-0
Round 5,16,"Matthew Beattie He/Him
Mark Weedon He/Him","Simic Rhythm
Dimir Demons",Matthew Beattie won 2-0-0
Round 5,17,"HappySandwich He/Him
TommyG09","Mono-Green Landfall
Izzet Blink",HappySandwich won 2-1-0
Round 5,18,"Andrew Kidston
Linden Koot He/Him","Izzet Lessons
Dimir Bounce",Andrew Kidston won 2-0-0
Round 5,19,"january She/Her
ValentineW He/Him","Mono-Green Landfall
Dimir Midrange",january won 2-0-0
Round 5,20,"Nam Dang
Kevin Besta He/Him","Izzet Lessons
Izzet Prowess",Nam Dang won 2-0-0
Round 5,21,"PhilipLi
Olive Reed She/Her","Dimir Bounce
Dimir Midrange",PhilipLi won 2-1-0
Round 5,22,"David Schnayer He/Him
Daniel Fournier He/Him","Izzet Elementals
Mono-Green Landfall",David Schnayer won 2-1-0
Round 5,23,"Synaru
Kody Lyons He/Him","Mono-Green Landfall
Temur Prowess",Kody Lyons won 2-0-0
Round 5,24,"keithcapstick
Rin Porter She/They","Mono-Green Landfall
Izzet Elementals",keithcapstick won 2-1-0
Round 5,25,"Michael Knie
Brian Bonnell He/Him","Temur Omniscience
Izzet Elementals",Brian Bonnell won 2-0-0
Round 5,26,"Jameslam He/Him
mgraesslin","Izzet Prowess
Temur Landfall",1-1-0 Draw
Round 5,27,"Kyle Gellert He/Him
Mason Wong He/Him","Jeskai Lessons
Izzet Spellementals",Mason Wong won 2-1-0
Round 5,28,"Davey Noble He/Him
Alexandre Livernoche He/Him","Izzet Spellementals
Boros Dragons",Alexandre Livernoche won 2-1-0
Round 5,29,"NathanielK They/Them
Gabriel Bernier He/Him","Izzet Lessons
Dimir Midrange",Gabriel Bernier won 2-0-0
Round 5,30,"Gavin Bennett He/Him
Bryce Hawkins He/They","W-U-B-R Control
Izzet Lessons",Gavin Bennett won 2-0-0
Round 5,31,"Willam He/Him
Burke Horst He/Him","Mono-Green Landfall
Mono-Green Landfall",Willam won 2-0-0
Round 5,32,"Dustyn Nogueira He/Him
Simone Maletto He/Him","Dimir Demons
Sultai Ouroboroid",Dustyn Nogueira won 2-0-0
Round 5,33,"ShandroMcassey
yizl1","Dimir Midrange
Izzet Lessons",yizl1 won 2-1-0
Round 5,34,"Brian Ly
GordonTonner","Sultai Reanimator
Mono-Green Landfall",GordonTonner won 2-0-0
Round 5,35,"Avery Shoemaker
MarG","Simic Rhythm
Jeskai Control",Avery Shoemaker won 2-1-0
Round 5,36,"maxorag
BiGPHiL He/Him","Mono-Black Midrange
Simic Combo",maxorag won 2-0-0
Round 5,37,"Jonathan Richardson
James Stevenson He/Him","Jeskai Control
Dimir Midrange",James Stevenson won 2-0-0
Round 5,38,"Edgar Magalhaes
Noel Robin He/Him","Dimir Control
Izzet Midrange",Noel Robin won 2-0-0
Round 5,39,"outskip
danielooo He/Him","Simic Midrange
Mono-Green Landfall",danielooo won 2-1-0
Round 5,40,"MaxWinkelman
Tate Smith He/They","Temur Prowess
Dimir Midrange",MaxWinkelman won 2-1-0
Round 5,41,"dagbaker He/Him
Draven Jolicoeur He/Him","Azorius Tempo
Sultai Reanimator",Draven Jolicoeur won 2-0-0
Round 5,42,"Brock Read
Nick Newburg","Mono-Black Demons
Dimir Demons",Brock Read won 2-0-0
Round 5,43,"george ren
privacybydefault","Dimir Doomsday
Mono-Red Aggro",george ren won 2-0-0
Round 5,44,"BorosBen
Kris Wishinski","Boros Dragons
Mono-White",Kris Wishinski won 2-0-0
Round 5,45,"Sarah England She/Her
Arun Jolly Marlier He/Him","Mono-Red Aggo
Dimir Demons",Sarah England won 2-0-0
Round 5,46,"Omry Gribov He/Him
Erik Yzeiri","Izzet Lessons
Grixis Monument",Erik Yzeiri won 2-1-0
Round 5,47,"Dominic Harvey He/Him
HectorMoses He/Him","Izzet Lessons
Mono-Red Aggro",HectorMoses won 2-1-0
Round 5,48,"Cameron Sweetnam
Sugar Shane","4C Elementals
Mono-Black Demons",Cameron Sweetnam won 2-0-0
Round 5,49,"Jason Clark He/Him
Markus Thibeau He/Him","Dimir Demons
Grixis Monument",Markus Thibeau won 2-1-0
Round 5,50,"BestSmurgNA
Adam Bruni He/Him","Dimir Demons
Izzet Prowess",Adam Bruni won 2-1-0
Round 5,51,"Rob Stach
WhatTheHeck","Izzet Spellementals
Sultai Reanimator",WhatTheHeck won 2-0-0
Round 5,52,"Anthony Soon
Sean Hunter He/Him","Dimir Doomsday
Dimir Midrange",Sean Hunter won 2-0-0
Round 5,53,"Steven Miclette He/They
skranbets","Jeskai Midrange
Izzet Prowess",skranbets won 2-1-0
Round 5,54,"Matthew Hyndman He/Him
Brady Kiesling","Temur Landfall
Mono-Green Landfall",Brady Kiesling won 2-1-0
Round 5,55,"ryan putigna He/Him
Mel Woods They/Them","Dimir Midrange
W-U-B-R-G Allies",Mel Woods won 2-0-0
Round 5,56,"Jericho Aguilar
Tyler Simon","Esper Reanimator
Izzet Prowess",Tyler Simon won 2-0-0
Round 5,57,"NicH He/Him
Andy Peters He/Him","Jeskai Control
Izzet Lessons",Andy Peters won 2-0-0
Round 5,58,"Matthew Baros-Steyl He/Him
Omar B","Izzet Prowess
Dimir Midrange",Matthew Baros-Steyl won 2-0-0
Round 5,59,"Kyle Miller He/Him
Asha Mills Emmett They/Them","Izzet Elementals
Izzet Prowess",Asha Mills Emmett won 2-1-0
Round 5,60,"Kasey Fanara
kirbymacatangay He/Him","Boros Dragons
Azorius Tempo",Kasey Fanara won 2-1-0
Round 5,61,"Luca Cherpillod
Alex Aitken He/Him","Sultai Reanimator
Temur Prowess",Luca Cherpillod won 2-0-0
Round 5,62,"Joshua Saruga He/They
John Vanderby","Mono-Red Aggro
Izzet Lessons",Joshua Saruga won 2-1-0
Round 5,63,"awilliams999
MicO3","Izzet Spellementals
Izzet Elementals",MicO3 won 2-1-0
Round 5,64,"James Berglund
Conor Hickey He/Him","Izzet Spellementals
Mono-Red Aggro",James Berglund won 2-0-0
Round 5,65,"Sebastian Clancy He/Him
Alexandre Furstenberger He/Him","Rakdos Monument
Bant Rhythm",Alexandre Furstenberger won 2-1-0
Round 5,66,"Marcus King He/Him
Tyler White","Golgari Combo
W-U-B-R Control",Marcus King won 2-1-0
Round 5,67,"Daniel Lee
Noel Herbert He/Him","Azorius Control
4c Elementals",Noel Herbert won 2-1-0
Round 5,68,"Clint Taylor
Chris Stevens","Sultai Elementals
Azorius Tempo",Chris Stevens won 2-1-0
Round 5,69,"EdeS She/Her
NeilsonZhang","Mono-Green Aggro
Dimir Midrange",NeilsonZhang won 2-1-0
Round 5,70,"StevenU He/Him
Derek Pite","Azorius Control
Izzet Lessons",StevenU won 2-0-0
Round 5,71,"Anthony Lee He/Him
Graham Gibb He/Him","Temur Prowess
Dimir Midrange",Anthony Lee won 2-0-0
Round 5,72,"Spencer Shaw Jaworek He/Him
DevW1","Jeskai Control
Dimir Midrange",Spencer Shaw Jaworek won 2-0-0
Round 5,73,"YarrMorgan He/Him
AlexMacIsaac He/Him","Rakdos Monument
U-B-R-G Prowess",AlexMacIsaac won 2-0-0
Round 5,74,"HyacintheK
Xiao Yu (Roy) Yang He/Him","Mono-Green Landfall
Dimir Midrange",Xiao Yu (Roy) Yang won 2-0-0
Round 5,75,"Ian Hancock He/Him
Alex12","Rakdos Aggro
Golgari",Ian Hancock won 2-0-0
Round 5,76,"Nemanja Karadzic
Kendrick Monreal He/Him","Mono-Green Landfall
Simic Rhythm",Kendrick Monreal won 2-1-0
Round 5,77,"Jack Potter He/Him
Brian Wong He/Him","Simic Ouroboroid
Azorius Tempo",Jack Potter won 2-1-0
Round 5,78,"MicC26
Adham Momen","Simic Rhythm
Azorius Tempo",Adham Momen won 2-0-0
Round 5,79,"Peebnut
Théo Jacques-Griffin He/Him","Boros Dragons
Temur Prowess",Théo Jacques-Griffin won 2-1-0
Round 5,80,"quinn pollock She/Her
Sheldon Sequeira","W-U-B-R Midrange
Dimir Midrange",Sheldon Sequeira won 2-1-0
Round 5,81,"Thomas Nennich
Guillighan","Bant Airbending
Izzet Elementals",Thomas Nennich won 2-1-0
Round 5,82,"Jonathon Miller
jordyyyy He/Him","Jeskai Control
Izzet Spellementals",Jonathon Miller won 2-1-0
Round 5,83,"Georges Turcotte He/Him
Zachary Leach He/Him","Dimir Reanimator
Gruul",Zachary Leach won 2-0-0
Round 5,84,"Alan Christopher
JJazokas","Mono-Green Landfall
Jeskai Control",Alan Christopher won 2-1-0
Round 5,85,"JamesLaing He/Him
TJ Kimmie He/Him","Sultai Reanimator
Jeskai Control",TJ Kimmie won 2-1-0
Round 5,86,"Jules brown He/Him
Brian Thai","Orzhov Control
Dimir Midrange",Jules brown won 2-1-0
Round 5,87,"Terabyne
JosR17 He/Him","Izzet Spellementals
Izzet Lessons",JosR17 won 2-0-0
Round 5,88,"Zackaryschneider1111
KelS3","Izzet Combo
Sultai Reanimator",Zackaryschneider1111 won 2-1-0
Round 5,89,"FlameStrata
colesmith","Azorius Tempo
Jeskai Control",FlameStrata won 2-1-0
Round 5,90,"LemonHawk
Zykles","Dimir Reanimator
Jeskai Control",Zykles won 2-1-0
Round 5,91,"erwinli He/Him
BraB85","Boros Dragons
5C Rhythm",BraB85 won 2-1-0
Round 5,92,"Boston Schatteman He/Him
Jonah Fox","Izzet Prowess
Dimir Demons",Jonah Fox won 2-0-0
Round 5,93,"William La Hay He/Him
David Booker He/Him","Jeskai Control
Sultai Elementals",David Booker won 2-1-0
Round 5,94,"ChrI6 He/Him
Chris Donetz","W-U-B-G Reanimator
Mono-Red Aggro",ChrI6 won 2-1-0
Round 5,95,"Peter Handy He/Him
Luna Lawrence She/They","Izzet Lessons
Jeskai Control",Peter Handy won 2-0-0
Round 5,96,"Young Zhou
Shraximus","Mono-Green Landfall
Jeskai Control",Young Zhou won 2-1-0
Round 5,97,"psdelver
EriW28","Dimir Midrange
U-B-R-G Reanimator",psdelver won 2-0-0
Round 5,98,"Drew Christensen
Todder007 He/Him","Dimir Demons
Simic Ouroboroid",Drew Christensen won 2-1-0
Round 5,99,"kranity
Doria Keung She/Her","Boros Dragons
Azorius",Doria Keung won 2-0-0
Round 5,100,"Jozef Telecki
TehscrubblyMTG","Izzet Lessons
Azorius Tempo",Jozef Telecki won 2-0-0
Round 5,101,"ilovegoblins
Gareth Antle They/Them","Mono-Red Aggro
W-U-B-R Midrange",ilovegoblins won 2-1-0
Round 5,102,"Lagdroth
Julian David He/Him","Simic Rhythm
Izzet Lessons",Julian David won 2-0-0
Round 5,103,"BrandonDrake He/Him
Liam Hoban He/Him","Izzet Prowess
Dimir Control",Liam Hoban won 2-1-0
Round 5,104,"Tom Cairns
Tobias Roos","W-U-R-G Control
Mono-Green Landfall",Tobias Roos won 2-1-0
Round 5,105,"Carson Ziegler He/Him
Dawson Courson He/Him","Izzet Lessons
Dimir Doomsday",Dawson Courson won 2-0-0
Round 5,106,"Joel Repta
davinates He/They","Izzet Lessons
Azorius Tempo",davinates won 2-1-0
Round 5,107,"daceris
Drew Weber","Izzet Lessons
Azorius Tempo",Drew Weber won 2-1-0
Round 5,108,"Les Bakker He/Him
Mark Patton He/Him","Sultai Reanimator
Dimir Doomsday",Mark Patton won 2-1-0
Round 5,109,"Tecklin
Anthony Frederiksson He/Him","Temur Combo
Naya Yuna",Tecklin won 2-0-0
Round 5,110,"Rae Aurelia She/Her
Horsey He/Him","Golgari Ouroboroid
Izzet Combo",Rae Aurelia won 2-0-0
Round 5,111,"Peter Shmanka He/Him
Randall Litman","Dimir Midrange
Izzet Spellementals",Randall Litman won 2-0-0
Round 6,1,"EllieThePurple She/Her
Elliot Fortier He/They","Jeskai Control
Mono-Green Landfall",Elliot Fortier won 2-0-0
Round 6,2,"Matthew Stefans
Chris Yao","Mono-Green Landfall
Temur Landfall",Matthew Stefans won 2-0-0
Round 6,3,"Zoza
Kody Fanara He/Him","Mono-Green Landfall
Izzet Spellementals",Zoza won 2-1-0
Round 6,4,"Cameron Sweetnam
Steven Fiebelkorn He/Him","4C Elementals
Izzet Prowess",Cameron Sweetnam won 2-1-0
Round 6,5,"Ryan Primdahl He/Him
Markus Thibeau He/Him","Izzet Prowess
Grixis Monument",Ryan Primdahl won 2-1-0
Round 6,6,"Dustyn Nogueira He/Him
Andrew Kidston","Dimir Demons
Izzet Lessons",Dustyn Nogueira won 2-1-0
Round 6,7,"Gabriel Bernier He/Him
keithcapstick","Dimir Midrange
Mono-Green Landfall",Gabriel Bernier won 2-0-0
Round 6,8,"Farrell Pujokusumo He/Him
David Schnayer He/Him","Dimir Control
Izzet Elementals",David Schnayer won 2-0-0
Round 6,9,"Alyssa Oatridge She/Her
Mathew Stein He/Him","Boros Dragons
Izzet Lessons",Alyssa Oatridge won 2-1-0
Round 6,10,"Matthew Beattie He/Him
SashaFarenyuk He/Him","Simic Rhythm
Simic Rhythm",SashaFarenyuk won 2-1-0
Round 6,11,"Avery Shoemaker
january She/Her","Simic Rhythm
Mono-Green Landfall",january won 2-0-0
Round 6,12,"PhilipLi
Terrence Johnstone He/Him","Dimir Bounce
Rakdos Monument",PhilipLi won 2-1-0
Round 6,13,"HappySandwich He/Him
Brian Bonnell He/Him","Mono-Green Landfall
Izzet Elementals",Brian Bonnell won 2-1-0
Round 6,14,"GordonTonner
Winnie Bowser She/Her","Mono-Green Landfall
Simic Ouroboroid",Winnie Bowser won 2-0-0
Round 6,15,"Kody Lyons He/Him
Roberto Cibrian Stockbridge He/Him","Temur Prowess
Izzet Spellementals",Kody Lyons won 2-1-0
Round 6,16,"Adrian Shalchi He/Him
Ken Darlington He/Him","Izzet Prowess
Dimir Midrange",Adrian Shalchi won 2-0-0
Round 6,17,"Willam He/Him
Alexandre Livernoche He/Him","Mono-Green Landfall
Boros Dragons",Alexandre Livernoche won 2-0-0
Round 6,18,"yizl1
Mason Wong He/Him","Izzet Lessons
Izzet Spellementals",Mason Wong won 2-0-0
Round 6,19,"Nam Dang
Jonathan Delos Trinos","Izzet Lessons
Temur Landfall",Nam Dang won 2-0-0
Round 6,20,"Gavin Bennett He/Him
Kevin Anctil He/Him","W-U-B-R Control
Mono-Green Landfall",Gavin Bennett won 2-1-0
Round 6,21,"James Lloyd
danielooo He/Him","Izzet Spellementals
Mono-Green Landfall",James Lloyd won 2-1-0
Round 6,22,"Jameslam He/Him
MaxWinkelman","Izzet Prowess
Temur Prowess",Jameslam won 2-1-0
Round 6,23,"Noel Robin He/Him
mgraesslin","Izzet Midrange
Temur Landfall",mgraesslin won 2-0-0
Round 6,24,"MicO3
Tyler Simon","Izzet Elementals
Izzet Prowess",MicO3 won 2-0-0
Round 6,25,"FlameStrata
Théo Jacques-Griffin He/Him","Azorius Tempo
Temur Prowess",FlameStrata won 2-0-0
Round 6,26,"Kevin Besta He/Him
Delamar Singh","Izzet Prowess
Boros Dragons",Delamar Singh won 2-1-0
Round 6,27,"Mark Weedon He/Him
Chris Stevens","Dimir Demons
Azorius Tempo",Mark Weedon won 2-0-0
Round 6,28,"Sean Hunter He/Him
HectorMoses He/Him","Dimir Midrange
Mono-Red Aggro",HectorMoses won 2-1-0
Round 6,29,"Kasey Fanara
Caleb Shannon He/Him","Boros Dragons
Bant Airbending",Kasey Fanara won 2-1-0
Round 6,30,"Spencer Shaw Jaworek He/Him
Burke Horst He/Him","Jeskai Control
Mono-Green Landfall",Burke Horst won 2-1-0
Round 6,31,"Bryce Hawkins He/They
Nicholas Shott","Izzet Lessons
Izzet Prowess",Nicholas Shott won 2-1-0
Round 6,32,"Draven Jolicoeur He/Him
Sarah England She/Her","Sultai Reanimator
Mono-Red Aggo",Sarah England won 2-1-0
Round 6,33,"TommyG09
Brady Kiesling","Izzet Blink
Mono-Green Landfall",TommyG09 won 2-0-0
Round 6,34,"skranbets
Nikola Drazenovic He/They","Izzet Prowess
Izzet Lessons",Nikola Drazenovic won 2-1-0
Round 6,35,"NathanielK They/Them
Mel Woods They/Them","Izzet Lessons
W-U-B-R-G Allies",NathanielK won 2-0-0
Round 6,36,"EriW28
BiGPHiL He/Him","U-B-R-G Reanimator
Simic Combo",EriW28 won 2-0-0
Round 6,37,"Joshua Saruga He/They
Davey Noble He/Him","Mono-Red Aggro
Izzet Spellementals",Joshua Saruga won 2-1-0
Round 6,38,"StevenU He/Him
Olive Reed She/Her","Azorius Control
Dimir Midrange",StevenU won 2-1-0
Round 6,39,"Alexandre Furstenberger He/Him
Synaru","Bant Rhythm
Mono-Green Landfall",Alexandre Furstenberger won 2-1-0
Round 6,40,"george ren
Mazianos","Dimir Doomsday
Dimir Demons",george ren won 2-1-0
Round 6,41,"Erik Yzeiri
Kendrick Monreal He/Him","Grixis Monument
Simic Rhythm",Kendrick Monreal won 2-1-0
Round 6,42,"NeilsonZhang
Andy Peters He/Him","Dimir Midrange
Izzet Lessons",NeilsonZhang won 2-0-0
Round 6,43,"Simone Maletto He/Him
Kris Wishinski","Sultai Ouroboroid
Mono-White",Kris Wishinski won 2-1-0
Round 6,44,"James Berglund
Brian Ly","Izzet Spellementals
Sultai Reanimator",Brian Ly won 2-0-0
Round 6,45,"Jack Potter He/Him
Ben Sobol","Simic Ouroboroid
Naya Yuna",Jack Potter won 2-0-0
Round 6,46,"Linden Koot He/Him
Ian Hancock He/Him","Dimir Bounce
Rakdos Aggro",Linden Koot won 2-0-0
Round 6,47,"Noel Herbert He/Him
WhatTheHeck","4c Elementals
Sultai Reanimator",WhatTheHeck won 2-1-0
Round 6,48,"Sugar Shane
Randall Litman","Mono-Black Demons
Izzet Spellementals",Sugar Shane won 2-1-0
Round 6,49,"Jason Clark He/Him
Matthew Baros-Steyl He/Him","Dimir Demons
Izzet Prowess",Jason Clark won 2-1-0
Round 6,50,"Adam Bruni He/Him
Xiao Yu (Roy) Yang He/Him","Izzet Prowess
Dimir Midrange",Adam Bruni won 2-1-0
Round 6,51,"AlexMacIsaac He/Him
ShandroMcassey","U-B-R-G Prowess
Dimir Midrange",AlexMacIsaac won 2-0-0
Round 6,52,"Jonathan_Hsu He/Him
Daniel Fournier He/Him","Bant Airbending
Mono-Green Landfall",Jonathan_Hsu won 2-1-0
Round 6,53,"Brock Read
Marcus King He/Him","Mono-Black Demons
Golgari Combo",Brock Read won 2-1-0
Round 6,54,"Michael Knie
Phillip Hurst He/Him","Temur Omniscience
Dimir Demons",Phillip Hurst won 2-0-0
Round 6,55,"Kyle Gellert He/Him
ValentineW He/Him","Jeskai Lessons
Dimir Midrange",Kyle Gellert won 2-1-0
Round 6,56,"Rin Porter She/They
Anthony Lee He/Him","Izzet Elementals
Temur Prowess",Rin Porter won 2-1-0
Round 6,57,"Asha Mills Emmett They/Them
Sheldon Sequeira","Izzet Prowess
Dimir Midrange",Asha Mills Emmett won 2-1-0
Round 6,58,"Peter Shmanka He/Him
outskip","Dimir Midrange
Simic Midrange",Peter Shmanka won 2-1-0
Round 6,59,"TJ Kimmie He/Him
Jonathon Miller","Jeskai Control
Jeskai Control",TJ Kimmie won 2-1-0
Round 6,60,"Tate Smith He/They
Jules brown He/Him","Dimir Midrange
Orzhov Control",Tate Smith won 2-0-0
Round 6,61,"Alan Christopher
colesmith","Mono-Green Landfall
Jeskai Control",Alan Christopher won 2-0-0
Round 6,62,"Zachary Leach He/Him
Edgar Magalhaes","Gruul
Dimir Control",Edgar Magalhaes won 2-1-0
Round 6,63,"Thomas Nennich
MarG","Bant Airbending
Jeskai Control",MarG won 2-0-0
Round 6,64,"James Stevenson He/Him
Alex Aitken He/Him","Dimir Midrange
Temur Prowess",Alex Aitken won 2-1-0
Round 6,65,"EdeS She/Her
Andrea Smith She/Her","Mono-Green Aggro
Mono-Green Landfall",Andrea Smith won 2-1-0
Round 6,66,"Rob Stach
Mark Patton He/Him","Izzet Spellementals
Dimir Doomsday",Rob Stach won 2-0-0
Round 6,67,"ryan putigna He/Him
Young Zhou","Dimir Midrange
Mono-Green Landfall",Young Zhou won 2-1-0
Round 6,68,"John Vanderby
Brian Wong He/Him","Izzet Lessons
Azorius Tempo",John Vanderby won 2-1-0
Round 6,69,"Kyle Miller He/Him
Conor Hickey He/Him","Izzet Elementals
Mono-Red Aggro",Kyle Miller won 2-1-0
Round 6,70,"Nemanja Karadzic
BorosBen","Mono-Green Landfall
Boros Dragons",BorosBen won 2-1-0
Round 6,71,"Drew Christensen
Rae Aurelia She/Her","Dimir Demons
Golgari Ouroboroid",Rae Aurelia won 2-1-0
Round 6,72,"MicC26
Liam Hoban He/Him","Simic Rhythm
Dimir Control",Liam Hoban won 2-1-0
Round 6,73,"Zykles
Nick Newburg","Jeskai Control
Dimir Demons",Zykles won 2-1-0
Round 6,74,"Peebnut
ChrI6 He/Him","Boros Dragons
W-U-B-G Reanimator",ChrI6 won 2-0-0
Round 6,75,"kirbymacatangay He/Him
Alex12","Azorius Tempo
Golgari",Alex12 won 2-0-0
Round 6,76,"Jericho Aguilar
privacybydefault","Esper Reanimator
Mono-Red Aggro",Jericho Aguilar won 2-1-0
Round 6,77,"YarrMorgan He/Him
Doria Keung She/Her","Rakdos Monument
Azorius",YarrMorgan won 2-0-0
Round 6,78,"JosR17 He/Him
Peter Handy He/Him","Izzet Lessons
Izzet Lessons",Peter Handy won 2-0-0
Round 6,79,"quinn pollock She/Her
Daniel Lee","W-U-B-R Midrange
Azorius Control",quinn pollock won 2-0-0
Round 6,80,"Arun Jolly Marlier He/Him
Sebastian Clancy He/Him","Dimir Demons
Rakdos Monument",Arun Jolly Marlier won 2-1-0
Round 6,81,"psdelver
Derek Pite","Dimir Midrange
Izzet Lessons",Derek Pite won 2-0-0
Round 6,82,"Omar B
David Booker He/Him","Dimir Midrange
Sultai Elementals",Omar B won 2-0-0
Round 6,83,"awilliams999
DevW1","Izzet Spellementals
Dimir Midrange",awilliams999 won 2-0-0
Round 6,84,"davinates He/They
Clint Taylor","Azorius Tempo
Sultai Elementals",davinates won 2-0-0
Round 6,85,"RyanDesmarais
dagbaker He/Him","Mono-Green Landfall
Azorius Tempo",RyanDesmarais won 2-0-0
Round 6,86,"ilovegoblins
Anthony Soon","Mono-Red Aggro
Dimir Doomsday",ilovegoblins won 2-1-0
Round 6,87,"Graham Gibb He/Him
Dominic Harvey He/Him","Dimir Midrange
Izzet Lessons",Graham Gibb won 2-0-0
Round 6,88,"BraB85
Jozef Telecki","5C Rhythm
Izzet Lessons",Jozef Telecki won 2-0-0
Round 6,89,"Tyler White
Drew Weber","W-U-B-R Control
Azorius Tempo",Tyler White won 2-1-0
Round 6,90,"Dawson Courson He/Him
Zackaryschneider1111","Dimir Doomsday
Izzet Combo",Dawson Courson won 2-0-0
Round 6,91,"Omry Gribov He/Him
BestSmurgNA","Izzet Lessons
Dimir Demons",BestSmurgNA won 2-1-0
Round 6,92,"Matthew Hyndman He/Him
Jonah Fox","Temur Landfall
Dimir Demons",Matthew Hyndman won 2-1-0
Round 6,93,"Tobias Roos
HyacintheK","Mono-Green Landfall
Mono-Green Landfall",Tobias Roos won 2-1-0
Round 6,94,"Julian David He/Him
NicH He/Him","Izzet Lessons
Jeskai Control",Julian David won 2-1-0
Round 6,95,"Tecklin
JJazokas","Temur Combo
Jeskai Control",Tecklin won 2-1-0
