Round,Table,Players,Decks,Winner
Round 3,7,"CaioAraujo999 He/Him
Sebasmoncada He/Him","Izzet Tempo
Izzet Monument",Sebasmoncada won 2-0-0
Round 3,8,"Lucas Hervás
Isael Feitosa He/Him","Mono-Green Landfall
Mono-Green Aggro",Lucas Hervás won 2-0-0
Round 3,9,"Rastaf
Daniel Lopez","Dimir Demons
Rakdos Aggro",Daniel Lopez won 2-0-0
Round 3,10,"Agustin Colombo He/Him
Charlesz","Dimir Demons
Izzet Lessons",Charlesz won 2-1-0
Round 3,11,"Diego Eneas Garcia He/Him
Juan Cruz Rodriguez Berjolis He/Him","Bant Airbending
Dimir Midrange",Diego Eneas Garcia won 2-1-0
Round 3,12,"Antonio Lucas Longo
Gabriel Fehr He/Him","Izzet Combo
Dimir Demons",Gabriel Fehr won 2-1-0
Round 3,13,"Gabriel Castelo Garcia He/Him
Everton Julian Silva Goulart He/Him","Izzet Lessons
Rakdos Aggro",Everton Julian Silva Goulart won 2-0-0
Round 3,14,"EduCarSan
GuillermoLoli","Jeskai
Mono-Green Landfall",GuillermoLoli won 2-1-0
Round 3,15,"Diego Almeida He/Him
ariranhasx","Rakdos Monument
Dimir Demons",ariranhasx won 2-0-0
Round 3,16,"Jayme He/Him
RALC","Boros Aggro
Dimir",Jayme won 2-0-0
Round 3,17,"Carlos Torrico He/Him
Mario Palma He/Him","Dimir Tempo
W-U-B-R-G",Carlos Torrico won 2-1-0
Round 3,18,"Davi Mangolin Filho He/Him
guiyote","Bant Combo
Azorius Tempo",Davi Mangolin Filho won 2-1-0
Round 3,19,"Adriano Melo
Thiago Saporito He/Him","Izzet Lessons
Dimir Midrange",Adriano Melo won 2-0-0
Round 3,20,"gabrielstone
Thiago Souza He/Him","Simic Ouroboroid
Izzet Lessons",Thiago Souza won 2-0-0
Round 3,21,"André Faustino
Borreguinhas He/Him","Dimir Demons
Mono-Green Landfall",Borreguinhas won 2-0-0
Round 3,22,"Jorge Aguirre He/Him
SrLukas158 He/Him","Azorius Tempo
Boros Dragons",1-1-0 Draw
Round 3,23,"magicmam
Victor Santos Esquici","Mono-Green Aggro
Dimir Combo",Victor Santos Esquici won 2-1-0
Round 3,24,"Ricardo Ramos
Marco Figueroa He/Him","Simic Ouroboroid
Boros Dragons",Marco Figueroa won 2-0-0
Round 3,25,"ThiagoPG
Carvallo Tomas","Dimir
Temur",Carvallo Tomas won 2-0-0
Round 3,26,"Lucas Lupatini He/Him
Sebastián Silva","Dimir Midrange
Simic Aggro",Sebastián Silva won 2-0-0
Round 3,27,"axeljami
RodolfoZuinConstantino He/Him","Mono-Green Aggro
Bant Combo",axeljami won 2-1-0
Round 3,28,"Jhohan Mauricio Herrera Molina He/Him
hendrik21","Dimir Midrange
Dimir Midrange",Jhohan Mauricio Herrera Molina won 2-0-0
Round 3,29,"Mauricio Iriarte Valenzuela
João Jorge Sales Junior","Dimir Midrange
Dimir Control",1-1-0 Draw
Round 3,30,"Luis Montaña He/Him
Dihuen He/Him","Dimir Midrange
Dimir Reanimator",Dihuen won 2-1-0
Round 3,31,"RaulS
JMoreirasn He/Him","Izzet Combo
Izzet Tempo",RaulS won 2-1-0
Round 3,32,"Darwin Fuenzalida He/Him
Hernan_Lobos He/Him","Izzet Bounce
Gruul Aggro",Hernan_Lobos won 2-1-0
Round 3,33,"Rodrigo Muñoz
Pedro Paulo Albuquerque Caraciolo He/They","Azorius
Dimir Demons",Rodrigo Muñoz won 2-1-0
Round 3,34,"Rodrigo Pinheiro He/Him
Julian Prado","Azorius Tempo
Azorius Tempo",Rodrigo Pinheiro won 2-0-0
Round 3,35,"Eljuano He/Him
Jimmyto Lara He/They","Mono-Green Landfall
Dimir Midrange",Jimmyto Lara won 2-1-0
Round 3,36,"Andre Hassan
Yulios","Grixis Demons
Dimir Midrange",Yulios won 2-0-0
Round 3,37,"Renan Carrion He/Him
Gasser Abdeslam He/Him","Boros Dragons
Izzet Otters",Gasser Abdeslam won 2-1-0
Round 3,38,"Martin Dominguez
Guilherme Guedes He/Him","Gruul Aggro
Sultai Reanimator",Martin Dominguez won 2-0-0
Round 3,39,"alikaik11 He/Him
MaximilianKalm","Dimir Midrange
Mono-Green Landfall",alikaik11 won 2-1-0
Round 3,40,"LuisVenegas He/Him
RODRIGOO","Izzet Lessons
Mono-White Tokens",LuisVenegas won 2-0-0
Round 3,41,"Federico Giardini
zerokangs He/Him","Simic Aggro
Sultai Midrange",Federico Giardini won 2-1-0
Round 3,42,"Mircho
El_Comediante He/Him","Golgari Midrange
Temur Combo",El_Comediante won 2-0-0
Round 3,43,"Walter Coquemala Filho He/Him
Andrés Camargo","Temur Combo
Gruul Landfall",Andrés Camargo won 2-0-0
Round 3,44,"Felipe Schnyder
Freddy Paredes [Team Dominus] He/Him","Simic Aggro
Dimir Midrange",Freddy Paredes [Team Dominus] won 2-1-0
Round 3,45,"Francisco Vega
Daniel Moncada Tabares","Rakdos Midrange
Grixis Reanimator",Daniel Moncada Tabares won 2-0-0
Round 3,46,"Jonas Antunes He/Him
NicholasPohren He/Him","Dimir Combo
Dimir Control",Jonas Antunes won 2-0-0
Round 3,47,"LuisGutierrez He/Him
_ZNT_","Dimir Midrange
Izzet Lessons",_ZNT_ won 2-0-0
Round 3,48,"Christian Calcano
Kathalarr","Izzet Lessons
Dimir Midrange",Christian Calcano won 2-0-0
Round 3,49,"MarcoAurelioLima He/Him
julianpastoriza","W-U-B-G Ouroboroid
Jeskai Control",julianpastoriza won 2-1-0
Round 3,50,"Nicolas Morales Macaya He/Him
Fernando Passos","Gruul Landfall
W-U-B-G Midrange",Nicolas Morales Macaya won 2-1-0
Round 3,51,"DarioVergara He/Him
magic_zaraka He/Him","W-U-R-G Omniscience
Gruul Landfall",magic_zaraka won 2-1-0
Round 3,52,"shootMeInTheLeg
Gabriel Saba He/Him","Izzet Aggro
Izzet Lessons",shootMeInTheLeg won 2-1-0
Round 3,53,"MARCOSHBF He/Him
aloaiza23","Mono-Green Landfall
Jund Aggro",aloaiza23 won 2-1-0
Round 3,54,"LuckZebra He/Him
JoanCoussy","Jeskai Artifacts
Temur Midrange",JoanCoussy won 2-1-0
Round 3,55,"Danilo Almeida
Emanuel Sutter He/Him","Rakdos Monument
Azorius",Emanuel Sutter won 2-1-0
Round 3,56,"oscarlevel152
Sebastian Cantor","Dimir
Mono-Red Aggro",Sebastian Cantor won 2-0-0
Round 3,57,"LordSoth03
Rudzilla_Rudson He/Him","Sultai
Izzet Prowess",LordSoth03 won 2-0-0
Round 3,58,"Lucas Rodriguez
Emiliano Passoni","Izzet Aggro
Gruul Landfall",Emiliano Passoni won 2-1-0
Round 3,59,"Matheus Cunha
Daniel Fernandez [TeamDominus] They/Them","Sultai Midrange
Izzet Blink",Daniel Fernandez [TeamDominus] won 2-0-0
Round 3,60,"Mendez He/Him
José Carlos Lanzarotti Junior He/Him","Izzet
Mono-Red Aggro",Mendez won 2-0-0
Round 3,61,"Mariano de Gregorio He/Him
kbsAA","Dimir Midrange
Jeskai Control",kbsAA won 2-1-0
Round 3,62,"André Ramos Lima
tchuco He/Him","Boros Aggro
Golgari Midrange",tchuco won 2-0-0
Round 3,63,"Arthur Alves da Silva He/Him
Thiago Valle dos Santos He/Him","Dimir Midrange
Bant Ouroboroid",Thiago Valle dos Santos won 2-0-0
Round 3,64,"FelipePola
Julio Bejarano Espejo He/Him","Mono-Red Aggro
Dimir Midrange",FelipePola won 2-1-0
Round 3,65,"Guilherme Vinicius Fragoso De Souza Guivini06 He/Him
Javier Núñez He/Him","Izzet Tempo
Gruul Landfall",Guilherme Vinicius Fragoso De Souza Guivini06 won 2-0-0
Round 3,66,"Xecuter He/Him
Gibaft","Temur Omniscience
Sultai Reanimator",Xecuter won 2-1-0
Round 3,67,"LuGoCa
Brahiam","Temur Combo
Azorius Tempo",Brahiam won 2-0-0
Round 3,68,"Carlos Morales U
Xandre_Borges_","Izzet Lessons
Dimir",Xandre_Borges_ won 2-1-0
Round 3,69,"guiadissy
guisantana2","Temur
Azorius Tempo",guisantana2 won 2-0-0
Round 3,70,"julianofofo
Marcelo López Lagos","Mono-Red Aggro
Dimir",Marcelo López Lagos won 2-1-0
Round 3,71,"Denis Cabral Barbosa Dias He/Him
Luis Navas Flores He/Him","Boros Dragons
Mono-Red Aggro",Luis Navas Flores won 2-0-0
Round 3,72,"Viniimato He/Him
hachenova","Jeskai Artifacts
Izzet Midrange",hachenova won 2-1-0
Round 3,73,"Andres Cifuentes He/Him
🙉 Caio Errerias He/Him","Azorius Flash
Jeskai Control",1-1-0 Draw
Round 3,74,"KaszD3G He/Him
AdamSchwartz","W-U-B-R-G Aggro
Dimir Midrange",KaszD3G won 2-1-0
Round 3,75,"Manuel Quiroga
Gustavo Fischer He/Him","Mono-Red Aggro
Selesnya Landfall",Manuel Quiroga won 2-1-0
Round 3,76,"Rudá dos Reis He/Him
managa He/Him","Izzet Lessons
Dimir Midrange",Rudá dos Reis won 2-0-0
Round 3,77,"Prezin He/Him
Catunda","Dimir Control
Izzet Midrange",Prezin won 2-1-0
Round 3,78,"Pedro Gonzalez He/Him
CamiloRojas","Azorius Control
Dimir Tempo",Pedro Gonzalez won 2-0-0
Round 3,79,"Dustyn_Aranda He/Him
Francisco Gonzalez","Dimir Demons
Izzet Prowess",Dustyn_Aranda won 2-1-0
Round 3,80,"Vinícius Karam He/Him
Eddie Dominguez He/Him","Dimir Demons
Izzet Looting",Eddie Dominguez won 2-1-0
Round 3,81,"gabriel martinez He/Him
Agnaldo dos Santos Teixeira Junior Gnarr","Mono-Green Midrange
Dimir Control",Agnaldo dos Santos Teixeira Junior Gnarr won 2-0-0
Round 3,82,"Ariel Cicchitti
Tiago Bittencourt","Dimir Demons
Izzet Tempo",Ariel Cicchitti won 2-0-0
Round 3,83,"Andres Vásquez
Bastian Muñoz Pizarro He/Him","Gruul Landfall
Azorius Control",Andres Vásquez won 2-0-0
Round 3,84,"Redxfire He/Him
criacuna21","Dimir Tempo
Jeskai Control",criacuna21 won 2-0-0
Round 3,85,"AlexBanacloy
joaoclaudioms He/Him","Boros Aggro
W-U-B-G Lessons",AlexBanacloy won 2-0-0
Round 3,86,"Thiago Odasaki
NicoDays She/They","Temur
Izzet Aggro",NicoDays won 2-1-0
Round 3,87,"lshiga
Francisco Bertomeu","Mono-Green
Izzet",Francisco Bertomeu won 2-1-0
Round 3,88,"Adrien Venancio He/Him
Spribnow","Simic Ouroboroid
Dimir Control",Spribnow won 2-1-0
Round 3,89,"Marcos Paredes He/Him
Doblep","Mono-Green Aggro
Dimir Midrange",Marcos Paredes won 2-0-0
Round 3,90,"Lauro Olsen He/Him
Jhonatan Restrepo He/Him","Dimir Control
Izzet Control",Lauro Olsen won 2-0-0
Round 3,91,"GUSTAVO CORAIOLA He/Him
Glauber Teixeira He/Him","Mono-Green Landfall
Sultai Combo",GUSTAVO CORAIOLA won 2-0-0
Round 3,92,"222maxi222
Bruno Volpato","Jund Aggro
Gruul Aggro",Bruno Volpato won 2-1-0
Round 3,93,"JaackySalvati
Estêvão Rudi Arntz","Izzet
Izzet Lessons",JaackySalvati won 2-1-0
Round 3,94,"Diego Quintero
Leonardo Lambiasi He/Him","Izzet
Temur Combo",Leonardo Lambiasi won 2-0-0
Round 3,95,"Pablo Cuello He/Him
Rodrigo Muñoz Gómez He/Him","Dimir Combo
Boros Aggro",Rodrigo Muñoz Gómez won 2-0-0
Round 3,96,"Erichartman
Jean Zveibil He/Him","Izzet
Izzet Lessons",Erichartman won 2-0-0
Round 3,97,"tony15974
LucasRJ","Izzet Midrange
Izzet Lessons",tony15974 won 2-0-0
Round 3,98,"Mateus de Carvalho He/Him
Vinicius447","Jeskai Control
Izzet Lessons",Mateus de Carvalho won 2-0-0
Round 3,99,"leandro bujones
Fellipe Emar He/Him","Jeskai Control
Sultai Reanimator",Fellipe Emar won 2-0-0
Round 3,100,"ailechan
ERON MOGGIO He/Him","Dimir Tempo
Jeskai Control",ailechan won 2-0-0
Round 3,101,"Marcos Santos
VBocchS","Dimir Combo
Dimir Midrange",VBocchS won 2-0-0
Round 3,102,"Andyu He/Him
TIAGO PINHEIRO","Dimir Midrange
Azorius Tempo",1-1-0 Draw
Round 3,103,"Francisco ignacio andres Vargas ortiz He/Him
Carlos Medina He/Him","Izzet Monument
Dimir Combo",Francisco ignacio andres Vargas ortiz won 2-1-0
Round 3,104,"Diego Galaz
lobao","Izzet Lessons
Golgari",Diego Galaz won 2-0-0
Round 4,-,lshiga,Mono-Green,lshiga was assigned a bye
Round 4,1,"GuillermoLoli
Davi Mangolin Filho He/Him","Mono-Green Landfall
Bant Combo",GuillermoLoli won 2-0-0
Round 4,2,"Daniel Lopez
Marcelo Rodrigues Cavalcante He/Him","Rakdos Aggro
Dimir Midrange",Marcelo Rodrigues Cavalcante won 2-0-0
Round 4,3,"Diego Eneas Garcia He/Him
Marco Figueroa He/Him","Bant Airbending
Boros Dragons",Marco Figueroa won 2-0-0
Round 4,4,"Lucas Hervás
ariranhasx","Mono-Green Landfall
Dimir Demons",ariranhasx won 2-0-0
Round 4,5,"Everton Julian Silva Goulart He/Him
JOAO QUEGE","Rakdos Aggro
Boros Dragons",Everton Julian Silva Goulart won 2-1-0
Round 4,6,"Borreguinhas He/Him
Charlesz","Mono-Green Landfall
Izzet Lessons",Borreguinhas won 2-0-0
Round 4,7,"Jayme He/Him
Thiago Souza He/Him","Boros Aggro
Izzet Lessons",Thiago Souza won 2-0-0
Round 4,8,"camilo Diaz Pineda
Sebasmoncada He/Him","Simic Aggro
Izzet Monument",Sebasmoncada won 2-0-0
Round 4,9,"Victor Santos Esquici
Lucas Fernandes He/Him","Dimir Combo
Simic Ouroboroid",Victor Santos Esquici won 2-0-0
Round 4,10,"Patricio Roman
Luis Navas Flores He/Him","Izzet Lessons
Mono-Red Aggro",Luis Navas Flores won 2-1-0
Round 4,11,"Carlos Torrico He/Him
Adriano Melo","Dimir Tempo
Izzet Lessons",Adriano Melo won 2-1-0
Round 4,12,"EduCarSan
Gabriel Fehr He/Him","Jeskai
Dimir Demons",EduCarSan won 2-0-0
Round 4,13,"Jhohan Mauricio Herrera Molina He/Him
SrLukas158 He/Him","Dimir Midrange
Boros Dragons",Jhohan Mauricio Herrera Molina won 2-1-0
Round 4,14,"Carvallo Tomas
SirClaudio He/They","Temur
Dimir Tempo",SirClaudio won 2-0-0
Round 4,15,"axeljami
Sebastián Silva","Mono-Green Aggro
Simic Aggro",axeljami won 2-1-0
Round 4,16,"Daniel Fernandez [TeamDominus] They/Them
Luís Felippe Rossello Lima","Izzet Blink
Izzet Lessons",Luís Felippe Rossello Lima won 2-0-0
Round 4,17,"tchuco He/Him
RaulS","Golgari Midrange
Izzet Combo",tchuco won 2-1-0
Round 4,18,"FelipePola
Isael Feitosa He/Him","Mono-Red Aggro
Mono-Green Aggro",Isael Feitosa won 2-1-0
Round 4,19,"LuisVenegas He/Him
CaioAraujo999 He/Him","Izzet Lessons
Izzet Tempo",LuisVenegas won 2-0-0
Round 4,20,"Gabriel Castelo Garcia He/Him
Xecuter He/Him","Izzet Lessons
Temur Omniscience",Xecuter won 2-1-0
Round 4,21,"JoanCoussy
André Faustino","Temur Midrange
Dimir Demons",1-1-0 Draw
Round 4,22,"Yulios
Agustin Colombo He/Him","Dimir Midrange
Dimir Demons",Agustin Colombo won 2-0-0
Round 4,23,"Andrés Camargo
aloaiza23","Gruul Landfall
Jund Aggro",aloaiza23 won 2-1-0
Round 4,24,"LordSoth03
Emiliano Passoni","Sultai
Gruul Landfall",Emiliano Passoni won 2-0-0
Round 4,25,"p4nch020 He/Him
Jorge Aguirre He/Him","Azorius Tempo
Azorius Tempo",Jorge Aguirre won 2-0-0
Round 4,26,"_ZNT_
guiyote","Izzet Lessons
Azorius Tempo",guiyote won 2-1-0
Round 4,27,"KaszD3G He/Him
RALC","W-U-B-R-G Aggro
Dimir",RALC won 2-0-0
Round 4,28,"Hernan_Lobos He/Him
Brahiam","Gruul Aggro
Azorius Tempo",Hernan_Lobos won 2-1-0
Round 4,29,"Jonas Antunes He/Him
Ismael Lessa He/Him","Dimir Combo
Dimir Tempo",Jonas Antunes won 2-0-0
Round 4,30,"Rodrigo Pinheiro He/Him
Manuel Quiroga","Azorius Tempo
Mono-Red Aggro",Rodrigo Pinheiro won 2-1-0
Round 4,31,"Jimmyto Lara He/They
Rodrigo Muñoz","Dimir Midrange
Azorius",Rodrigo Muñoz won 2-0-0
Round 4,32,"JaackySalvati
Rudá dos Reis He/Him","Izzet
Izzet Lessons",JaackySalvati won 2-1-0
Round 4,33,"Christian Calcano
Ricardo Ramos","Izzet Lessons
Simic Ouroboroid",Ricardo Ramos won 2-1-0
Round 4,34,"Juan Cruz Rodriguez Berjolis He/Him
Guilherme Vinicius Fragoso De Souza Guivini06 He/Him","Dimir Midrange
Izzet Tempo",Guilherme Vinicius Fragoso De Souza Guivini06 won 2-0-0
Round 4,35,"Martin Dominguez
kbsAA","Gruul Aggro
Jeskai Control",Martin Dominguez won 2-0-0
Round 4,36,"El_Comediante He/Him
Federico Giardini","Temur Combo
Simic Aggro",El_Comediante won 2-1-0
Round 4,37,"Nicolas Morales Macaya He/Him
shootMeInTheLeg","Gruul Landfall
Izzet Aggro",Nicolas Morales Macaya won 2-1-0
Round 4,38,"alikaik11 He/Him
Diego Almeida He/Him","Dimir Midrange
Rakdos Monument",Diego Almeida won 2-1-0
Round 4,39,"Rastaf
Emanuel Sutter He/Him","Dimir Demons
Azorius",Rastaf won 2-1-0
Round 4,40,"Denis Cabral Barbosa Dias He/Him
julianpastoriza","Boros Dragons
Jeskai Control",julianpastoriza won 2-1-0
Round 4,41,"Sebastian Cantor
Mario Palma He/Him","Mono-Red Aggro
W-U-B-R-G",Mario Palma won 2-1-0
Round 4,42,"Mendez He/Him
Freddy Paredes [Team Dominus] He/Him","Izzet
Dimir Midrange",Freddy Paredes [Team Dominus] won 2-1-0
Round 4,43,"Daniel Moncada Tabares
Thiago Saporito He/Him","Grixis Reanimator
Dimir Midrange",Thiago Saporito won 2-1-0
Round 4,44,"Camilo Niño
Gasser Abdeslam He/Him","Dimir Tempo
Izzet Otters",Gasser Abdeslam won 2-0-0
Round 4,45,"Siiu911
Agustin Diaz He/Him","Mono-Green Landfall
Jeskai Control",Siiu911 won 2-1-0
Round 4,46,"hachenova
magic_zaraka He/Him","Izzet Midrange
Gruul Landfall",magic_zaraka won 2-0-0
Round 4,47,"guisantana2
Dihuen He/Him","Azorius Tempo
Dimir Reanimator",Dihuen won 2-1-0
Round 4,48,"Thiago Valle dos Santos He/Him
magicmam","Bant Ouroboroid
Mono-Green Aggro",magicmam won 2-0-0
Round 4,49,"gabrielstone
Xandre_Borges_","Simic Ouroboroid
Dimir",Xandre_Borges_ won 2-0-0
Round 4,50,"João Jorge Sales Junior
Prezin He/Him","Dimir Control
Dimir Control",João Jorge Sales Junior won 2-1-0
Round 4,51,"Mauricio Iriarte Valenzuela
Lucas Lupatini He/Him","Dimir Midrange
Dimir Midrange",1-1-0 Draw
Round 4,52,"🙉 Caio Errerias He/Him
Ariel Cicchitti","Jeskai Control
Dimir Demons",Ariel Cicchitti won 2-0-0
Round 4,53,"ThiagoPG
Dustyn_Aranda He/Him","Dimir
Dimir Demons",Dustyn_Aranda won 2-0-0
Round 4,54,"Eddie Dominguez He/Him
Pedro Gonzalez He/Him","Izzet Looting
Azorius Control",Pedro Gonzalez won 2-0-0
Round 4,55,"ailechan
hendrik21","Dimir Tempo
Dimir Midrange",ailechan won 2-1-0
Round 4,56,"Andres Vásquez
Agnaldo dos Santos Teixeira Junior Gnarr","Gruul Landfall
Dimir Control",Andres Vásquez won 2-0-0
Round 4,57,"Andres Cifuentes He/Him
RodolfoZuinConstantino He/Him","Azorius Flash
Bant Combo",1-1-0 Draw
Round 4,58,"Julio Bejarano Espejo He/Him
Leonardo Lambiasi He/Him","Dimir Midrange
Temur Combo",Julio Bejarano Espejo won 2-0-0
Round 4,59,"Diego Galaz
Andre Hassan","Izzet Lessons
Grixis Demons",Diego Galaz won 2-1-0
Round 4,60,"MaximilianKalm
NicholasPohren He/Him","Mono-Green Landfall
Dimir Control",MaximilianKalm won 2-1-0
Round 4,61,"JMoreirasn He/Him
AlexBanacloy","Izzet Tempo
Boros Aggro",AlexBanacloy won 2-1-0
Round 4,62,"RODRIGOO
Fernando Passos","Mono-White Tokens
W-U-B-G Midrange",Fernando Passos won 2-1-0
Round 4,63,"José Carlos Lanzarotti Junior He/Him
Danilo Almeida","Mono-Red Aggro
Rakdos Monument",Danilo Almeida won 2-1-0
Round 4,64,"DarioVergara He/Him
Lucas Rodriguez","W-U-R-G Omniscience
Izzet Aggro",DarioVergara won 2-1-0
Round 4,65,"Gabriel Saba He/Him
MARCOSHBF He/Him","Izzet Lessons
Mono-Green Landfall",MARCOSHBF won 2-0-0
Round 4,66,"Julian Prado
Gibaft","Azorius Tempo
Sultai Reanimator",Gibaft won 2-1-0
Round 4,67,"zerokangs He/Him
LuckZebra He/Him","Sultai Midrange
Jeskai Artifacts",zerokangs won 2-0-0
Round 4,68,"Arthur Alves da Silva He/Him
AdamSchwartz","Dimir Midrange
Dimir Midrange",AdamSchwartz won 2-0-0
Round 4,69,"Rudzilla_Rudson He/Him
Marcos Paredes He/Him","Izzet Prowess
Mono-Green Aggro",Marcos Paredes won 2-1-0
Round 4,70,"lobao
julianofofo","Golgari
Mono-Red Aggro",julianofofo won 2-0-0
Round 4,71,"Francisco ignacio andres Vargas ortiz He/Him
André Ramos Lima","Izzet Monument
Boros Aggro",André Ramos Lima won 2-1-0
Round 4,72,"Felipe Schnyder
LuisGutierrez He/Him","Simic Aggro
Dimir Midrange",Felipe Schnyder won 2-1-0
Round 4,73,"oscarlevel152
guiadissy","Dimir
Temur",guiadissy won 2-1-0
Round 4,74,"Matheus Cunha
Pedro Paulo Albuquerque Caraciolo He/They","Sultai Midrange
Dimir Demons",Pedro Paulo Albuquerque Caraciolo won 2-1-0
Round 4,75,"Erichartman
GUSTAVO CORAIOLA He/Him","Izzet
Mono-Green Landfall",Erichartman won 2-1-0
Round 4,76,"MarcoAurelioLima He/Him
NicoDays She/They","W-U-B-G Ouroboroid
Izzet Aggro",MarcoAurelioLima won 2-1-0
Round 4,77,"Gustavo Fischer He/Him
Luis Montaña He/Him","Selesnya Landfall
Dimir Midrange",Gustavo Fischer won 2-0-0
Round 4,78,"Lauro Olsen He/Him
Rodrigo Muñoz Gómez He/Him","Dimir Control
Boros Aggro",Lauro Olsen won 2-1-0
Round 4,79,"Estêvão Rudi Arntz
Mariano de Gregorio He/Him","Izzet Lessons
Dimir Midrange",Mariano de Gregorio won 2-0-0
Round 4,80,"Francisco Bertomeu
LuGoCa","Izzet
Temur Combo",Francisco Bertomeu won 2-0-0
Round 4,81,"Francisco Vega
Spribnow","Rakdos Midrange
Dimir Control",Spribnow won 2-1-0
Round 4,82,"Kathalarr
Eljuano He/Him","Dimir Midrange
Mono-Green Landfall",Eljuano won 2-0-0
Round 4,83,"VBocchS
Fellipe Emar He/Him","Dimir Midrange
Sultai Reanimator",Fellipe Emar won 2-0-0
Round 4,84,"Guilherme Guedes He/Him
Javier Núñez He/Him","Sultai Reanimator
Gruul Landfall",Javier Núñez won 2-1-0
Round 4,85,"CarlosR41
Mateus de Carvalho He/Him","Rakdos Monument
Jeskai Control",CarlosR41 won 2-0-0
Round 4,86,"Bruno Volpato
Viniimato He/Him","Gruul Aggro
Jeskai Artifacts",Viniimato won 2-0-0
Round 4,87,"Carlos Morales U
Renan Carrion He/Him","Izzet Lessons
Boros Dragons",Carlos Morales U won 2-1-0
Round 4,88,"Walter Coquemala Filho He/Him
Antonio Lucas Longo","Temur Combo
Izzet Combo",Antonio Lucas Longo won 2-1-0
Round 4,89,"Darwin Fuenzalida He/Him
Marcelo López Lagos","Izzet Bounce
Dimir",Marcelo López Lagos won 2-0-0
Round 4,90,"Tiago Bittencourt
CamiloRojas","Izzet Tempo
Dimir Tempo",1-1-0 Draw
Round 4,91,"Mircho
gabriel martinez He/Him","Golgari Midrange
Mono-Green Midrange",gabriel martinez won 2-0-0
Round 4,92,"managa He/Him
Francisco Gonzalez","Dimir Midrange
Izzet Prowess",Francisco Gonzalez won 2-0-0
Round 4,93,"Bastian Muñoz Pizarro He/Him
TIAGO PINHEIRO","Azorius Control
Azorius Tempo",1-1-0 Draw
Round 4,94,"Andyu He/Him
LucasRJ","Dimir Midrange
Izzet Lessons",Andyu won 2-0-0
Round 4,95,"Thiago Odasaki
Carlos Medina He/Him","Temur
Dimir Combo",Carlos Medina won 2-1-0
Round 4,96,"222maxi222
Pablo Cuello He/Him","Jund Aggro
Dimir Combo",Pablo Cuello won 2-0-0
Round 4,97,"leandro bujones
Diego Quintero","Jeskai Control
Izzet",Diego Quintero won 2-0-0
Round 4,98,"criacuna21
tony15974","Jeskai Control
Izzet Midrange",tony15974 won 2-1-0
Round 4,99,"Jhonatan Restrepo He/Him
Adrien Venancio He/Him","Izzet Control
Simic Ouroboroid",Jhonatan Restrepo won 2-0-0
Round 5,1,"Everton Julian Silva Goulart He/Him
Borreguinhas He/Him","Rakdos Aggro
Mono-Green Landfall",Borreguinhas won 2-1-0
Round 5,2,"Victor Santos Esquici
Luis Navas Flores He/Him","Dimir Combo
Mono-Red Aggro",Victor Santos Esquici won 2-1-0
Round 5,3,"Marcelo Rodrigues Cavalcante He/Him
Thiago Souza He/Him","Dimir Midrange
Izzet Lessons",Thiago Souza won 2-0-0
Round 5,4,"GuillermoLoli
Sebasmoncada He/Him","Mono-Green Landfall
Izzet Monument",GuillermoLoli won 2-1-0
Round 5,5,"Adriano Melo
Marco Figueroa He/Him","Izzet Lessons
Boros Dragons",Adriano Melo won 2-0-0
Round 5,6,"ariranhasx
SirClaudio He/They","Dimir Demons
Dimir Tempo",ariranhasx won 2-0-0
Round 5,7,"Jorge Aguirre He/Him
Jhohan Mauricio Herrera Molina He/Him","Azorius Tempo
Dimir Midrange",Jorge Aguirre won 2-0-0
Round 5,8,"axeljami
LuisVenegas He/Him","Mono-Green Aggro
Izzet Lessons",LuisVenegas won 2-0-0
Round 5,9,"camilo Diaz Pineda
Dihuen He/Him","Simic Aggro
Dimir Reanimator",Dihuen won 2-0-0
Round 5,10,"tchuco He/Him
Diego Eneas Garcia He/Him","Golgari Midrange
Bant Airbending",Diego Eneas Garcia won 2-1-0
Round 5,11,"JOAO QUEGE
Nicolas Morales Macaya He/Him","Boros Dragons
Gruul Landfall",JOAO QUEGE won 2-1-0
Round 5,12,"RaulS
Gabriel Fehr He/Him","Izzet Combo
Dimir Demons",Gabriel Fehr won 2-0-0
Round 5,13,"Ricardo Ramos
Patricio Roman","Simic Ouroboroid
Izzet Lessons",Patricio Roman won 2-0-0
Round 5,14,"guiyote
Jonas Antunes He/Him","Azorius Tempo
Dimir Combo",guiyote won 2-0-0
Round 5,15,"julianpastoriza
Daniel Lopez","Jeskai Control
Rakdos Aggro",julianpastoriza won 2-0-0
Round 5,16,"Luís Felippe Rossello Lima
JaackySalvati","Izzet Lessons
Izzet",JaackySalvati won 2-0-0
Round 5,17,"Xecuter He/Him
Carlos Torrico He/Him","Temur Omniscience
Dimir Tempo",Carlos Torrico won 2-0-0
Round 5,18,"Rodrigo Muñoz
Guilherme Vinicius Fragoso De Souza Guivini06 He/Him","Azorius
Izzet Tempo",Guilherme Vinicius Fragoso De Souza Guivini06 won 2-0-0
Round 5,19,"Hernan_Lobos He/Him
RALC","Gruul Aggro
Dimir",RALC won 2-1-0
Round 5,20,"Diego Almeida He/Him
Emiliano Passoni","Rakdos Monument
Gruul Landfall",Emiliano Passoni won 2-0-0
